raceId,season,raceNumber,prixName,raceDate,driverId,constructorId,driverStartGridPos,driverFinalGridPos,driverFinalRank,driverRacePoints,driverLapCount,driverFatestLapNumber,driverFastestLapTime,driverFastestLapSpeed,constructorRacePoints,driverNumber,driverDateOfBirth,driverNationality,constructorName,constructorNationality,constructorChampionshipStandingPoints,constructorChampionshipStandingPosition,constructorChampionshipStandingWins,driverChampionshipStandingPoints,driverChampionshipStandingPosition,driverChampionshipStandingWins,circuitName,circuitLocation,circuitCountry,driverRaceResultStatus,driverName,driverAge,driverDnf,constructorDnf
2,2009,2,Malaysian Grand Prix,2009-04-05,2,2,10,2.0,2,4.0,31.0,17.0,1:39.084,201.392,4.0,0.0,1977-05-10,German,BMW Sauber,German,4.0,3.0,0.0,4.0,5.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Nick Heidfeld,46.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,10,7,3,3.0,3,3.0,31.0,18.0,1:39.406,200.74,5.5,0.0,1982-03-18,German,Toyota,Japanese,16.5,2.0,0.0,8.0,4.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Timo Glock,41.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,15,7,2,4.0,4,2.5,31.0,12.0,1:37.591,204.473,5.5,0.0,1974-07-13,Italian,Toyota,Japanese,16.5,2.0,0.0,8.5,3.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Jarno Trulli,49.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,22,23,8,5.0,5,2.0,31.0,17.0,1:37.484,204.698,7.0,0.0,1972-05-23,Brazilian,Mercedes,British,25.0,1.0,2.0,10.0,2.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Rubens Barrichello,51.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,17,9,5,6.0,6,1.5,31.0,14.0,1:37.672,204.304,1.5,0.0,1976-08-27,Australian,Red Bull,Austrian,1.5,7.0,0.0,1.5,9.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Mark Webber,47.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,1,1,12,7.0,7,1.0,31.0,17.0,1:39.141,201.276,1.0,44.0,1985-01-07,British,McLaren,British,1.0,8.0,0.0,1.0,10.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Lewis Hamilton,38.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,3,3,4,8.0,8,0.5,31.0,13.0,1:37.598,204.459,0.5,6.0,1985-06-27,German,Williams,British,3.5,5.0,0.0,3.5,7.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Nico Rosberg,38.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,13,6,16,9.0,9,0.0,31.0,17.0,1:39.250,201.055,0.0,19.0,1981-04-25,Brazilian,Ferrari,Italian,0.0,10.0,0.0,0.0,13.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Felipe Massa,42.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,7,5,15,10.0,10,0.0,31.0,17.0,1:39.242,201.072,0.0,0.0,1979-02-28,French,AlphaTauri,Italian,3.0,6.0,0.0,1.0,11.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Finished,Sébastien Bourdais,44.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,4,4,9,11.0,11,0.0,31.0,17.0,1:39.006,201.551,0.0,14.0,1981-07-29,Spanish,Renault,French,4.0,4.0,0.0,4.0,6.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,+1 Lap,Fernando Alonso,42.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,6,3,11,12.0,12,0.0,31.0,17.0,1:39.387,200.778,0.5,0.0,1985-01-11,Japanese,Williams,British,3.5,5.0,0.0,0.0,15.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,+1 Lap,Kazuki Nakajima,38.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,12,4,17,13.0,13,0.0,31.0,18.0,1:39.268,201.019,0.0,0.0,1985-07-25,Brazilian,Renault,French,4.0,4.0,0.0,0.0,17.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,+1 Lap,Nelson Piquet Jr.,38.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,8,6,7,14.0,14,0.0,31.0,17.0,1:38.453,202.683,0.0,7.0,1979-10-17,Finnish,Ferrari,Italian,0.0,10.0,0.0,0.0,18.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,+1 Lap,Kimi Räikkönen,43.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,20,9,13,15.0,15,0.0,30.0,10.0,1:38.427,202.737,1.5,5.0,1987-07-03,German,Red Bull,Austrian,1.5,7.0,0.0,0.0,16.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Spun off,Sebastian Vettel,36.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,67,5,20,16.0,16,0.0,30.0,16.0,1:38.938,201.689,0.0,0.0,1988-10-31,Swiss,AlphaTauri,Italian,3.0,6.0,0.0,2.0,8.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Spun off,Sébastien Buemi,34.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,16,10,19,17.0,17,0.0,30.0,17.0,1:39.464,200.623,0.0,99.0,1983-01-11,German,Racing Point,Indian,0.0,9.0,0.0,0.0,12.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,+1 Lap,Adrian Sutil,40.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,21,10,18,18.0,18,0.0,29.0,16.0,1:39.407,200.738,0.0,0.0,1973-01-14,Italian,Racing Point,Indian,0.0,9.0,0.0,0.0,14.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Spun off,Giancarlo Fisichella,50.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,9,2,6,0.0,19,0.0,1.0,0.0,\N,203.69010706057733,4.0,88.0,1984-12-07,Polish,BMW Sauber,German,4.0,3.0,0.0,0.0,19.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Engine,Robert Kubica,38.0,0,1
2,2009,2,Malaysian Grand Prix,2009-04-05,5,1,14,0.0,20,0.0,0.0,0.0,\N,203.69010706057733,1.0,0.0,1981-10-19,Finnish,McLaren,British,1.0,8.0,0.0,0.0,20.0,0.0,Sepang International Circuit,Kuala Lumpur,Malaysia,Spun off,Heikki Kovalainen,41.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,20,9,1,1.0,1,10.0,56.0,42.0,1:52.627,174.235,18.0,5.0,1987-07-03,German,Red Bull,Austrian,19.5,2.0,1.0,10.0,3.0,1.0,Shanghai International Circuit,Shanghai,China,Finished,Sebastian Vettel,36.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,17,9,3,2.0,2,8.0,56.0,42.0,1:52.980,173.69,18.0,0.0,1976-08-27,Australian,Red Bull,Austrian,19.5,2.0,1.0,9.5,5.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Mark Webber,47.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,18,23,5,3.0,3,6.0,56.0,44.0,1:53.546,172.825,11.0,22.0,1980-01-19,British,Mercedes,British,36.0,1.0,2.0,21.0,1.0,2.0,Shanghai International Circuit,Shanghai,China,Finished,Jenson Button,43.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,22,23,4,4.0,4,5.0,56.0,42.0,1:52.592,174.289,11.0,0.0,1972-05-23,Brazilian,Mercedes,British,36.0,1.0,2.0,15.0,2.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Rubens Barrichello,51.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,5,1,12,5.0,5,4.0,56.0,41.0,1:54.516,171.361,7.0,0.0,1981-10-19,Finnish,McLaren,British,8.0,4.0,0.0,4.0,9.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Heikki Kovalainen,41.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,1,1,9,6.0,6,3.0,56.0,39.0,1:54.665,171.138,7.0,44.0,1985-01-07,British,McLaren,British,8.0,4.0,0.0,4.0,10.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Lewis Hamilton,38.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,10,7,19,7.0,7,2.0,56.0,42.0,1:52.703,174.117,2.0,0.0,1982-03-18,German,Toyota,Japanese,18.5,3.0,0.0,10.0,4.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Timo Glock,41.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,67,5,10,8.0,8,1.0,56.0,42.0,1:54.590,171.25,1.0,0.0,1988-10-31,Swiss,AlphaTauri,Italian,4.0,7.0,0.0,3.0,12.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Sébastien Buemi,34.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,4,4,2,9.0,9,0.0,56.0,38.0,1:54.481,171.413,0.0,14.0,1981-07-29,Spanish,Renault,French,4.0,6.0,0.0,4.0,8.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Fernando Alonso,42.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,8,6,8,10.0,10,0.0,56.0,38.0,1:55.396,170.054,0.0,7.0,1979-10-17,Finnish,Ferrari,Italian,0.0,9.0,0.0,0.0,16.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Kimi Räikkönen,43.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,7,5,15,11.0,11,0.0,56.0,43.0,1:53.474,172.934,1.0,0.0,1979-02-28,French,AlphaTauri,Italian,4.0,7.0,0.0,1.0,13.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Sébastien Bourdais,44.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,2,2,11,12.0,12,0.0,56.0,40.0,1:54.158,171.898,0.0,0.0,1977-05-10,German,BMW Sauber,German,4.0,5.0,0.0,4.0,7.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Nick Heidfeld,46.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,9,2,17,13.0,13,0.0,56.0,44.0,1:55.350,170.122,0.0,88.0,1984-12-07,Polish,BMW Sauber,German,4.0,5.0,0.0,0.0,19.0,0.0,Shanghai International Circuit,Shanghai,China,Finished,Robert Kubica,38.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,21,10,20,14.0,14,0.0,55.0,37.0,1:56.239,168.821,0.0,0.0,1973-01-14,Italian,Racing Point,Indian,0.0,10.0,0.0,0.0,17.0,0.0,Shanghai International Circuit,Shanghai,China,+1 Lap,Giancarlo Fisichella,50.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,3,3,7,15.0,15,0.0,55.0,55.0,1:54.243,171.77,0.0,6.0,1985-06-27,German,Williams,British,3.5,8.0,0.0,3.5,11.0,0.0,Shanghai International Circuit,Shanghai,China,+1 Lap,Nico Rosberg,38.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,12,4,16,16.0,16,0.0,54.0,42.0,1:55.535,169.849,0.0,0.0,1985-07-25,Brazilian,Renault,French,4.0,6.0,0.0,0.0,20.0,0.0,Shanghai International Circuit,Shanghai,China,+2 Laps,Nelson Piquet Jr.,38.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,16,10,18,17.0,17,0.0,50.0,41.0,1:54.777,170.971,0.0,99.0,1983-01-11,German,Racing Point,Indian,0.0,10.0,0.0,0.0,14.0,0.0,Shanghai International Circuit,Shanghai,China,Spun off,Adrian Sutil,40.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,6,3,14,0.0,18,0.0,43.0,38.0,1:56.167,168.925,0.0,0.0,1985-01-11,Japanese,Williams,British,3.5,8.0,0.0,0.0,18.0,0.0,Shanghai International Circuit,Shanghai,China,Retired,Kazuki Nakajima,38.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,13,6,13,0.0,19,0.0,20.0,16.0,1:56.484,168.466,0.0,19.0,1981-04-25,Brazilian,Ferrari,Italian,0.0,9.0,0.0,0.0,15.0,0.0,Shanghai International Circuit,Shanghai,China,Electronics,Felipe Massa,42.0,0,1
3,2009,3,Chinese Grand Prix,2009-04-19,15,7,6,0.0,20,0.0,18.0,14.0,2:00.330,163.081,2.0,0.0,1974-07-13,Italian,Toyota,Japanese,18.5,3.0,0.0,8.5,6.0,0.0,Shanghai International Circuit,Shanghai,China,Collision,Jarno Trulli,49.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,18,23,4,1.0,1,10.0,57.0,11.0,1:34.588,205.979,14.0,22.0,1980-01-19,British,Mercedes,British,50.0,1.0,3.0,31.0,1.0,3.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Jenson Button,43.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,20,9,3,2.0,2,8.0,57.0,16.0,1:34.756,205.614,8.0,5.0,1987-07-03,German,Red Bull,Austrian,27.5,2.0,1.0,18.0,3.0,1.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Sebastian Vettel,36.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,15,7,1,3.0,3,6.0,57.0,10.0,1:34.556,206.049,8.0,0.0,1974-07-13,Italian,Toyota,Japanese,26.5,3.0,0.0,14.5,4.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Jarno Trulli,49.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,1,1,5,4.0,4,5.0,57.0,13.0,1:34.915,205.269,5.0,44.0,1985-01-07,British,McLaren,British,13.0,4.0,0.0,9.0,7.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Lewis Hamilton,38.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,22,23,6,5.0,5,4.0,57.0,25.0,1:34.901,205.3,14.0,0.0,1972-05-23,Brazilian,Mercedes,British,50.0,1.0,3.0,19.0,2.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Rubens Barrichello,51.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,8,6,10,6.0,6,3.0,57.0,42.0,1:35.498,204.016,3.0,7.0,1979-10-17,Finnish,Ferrari,Italian,3.0,9.0,0.0,3.0,12.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Kimi Räikkönen,43.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,10,7,2,7.0,7,2.0,57.0,6.0,1:34.574,206.01,8.0,0.0,1982-03-18,German,Toyota,Japanese,26.5,3.0,0.0,12.0,5.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Timo Glock,41.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,4,4,7,8.0,8,1.0,57.0,29.0,1:35.722,203.539,1.0,14.0,1981-07-29,Spanish,Renault,French,5.0,5.0,0.0,5.0,8.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Fernando Alonso,42.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,3,3,9,9.0,9,0.0,57.0,37.0,1:35.816,203.339,0.0,6.0,1985-06-27,German,Williams,British,3.5,8.0,0.0,3.5,11.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Nico Rosberg,38.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,12,4,15,10.0,10,0.0,57.0,37.0,1:35.441,204.138,1.0,0.0,1985-07-25,Brazilian,Renault,French,5.0,5.0,0.0,0.0,17.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Nelson Piquet Jr.,38.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,17,9,18,11.0,11,0.0,57.0,50.0,1:35.165,204.73,8.0,0.0,1976-08-27,Australian,Red Bull,Austrian,27.5,2.0,1.0,9.5,6.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Mark Webber,47.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,5,1,11,12.0,12,0.0,57.0,54.0,1:35.520,203.969,5.0,0.0,1981-10-19,Finnish,McLaren,British,13.0,4.0,0.0,4.0,10.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Heikki Kovalainen,41.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,7,5,20,13.0,13,0.0,57.0,30.0,1:35.410,204.205,0.0,0.0,1979-02-28,French,AlphaTauri,Italian,4.0,7.0,0.0,1.0,14.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Finished,Sébastien Bourdais,44.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,13,6,8,14.0,14,0.0,56.0,41.0,1:35.065,204.946,3.0,19.0,1981-04-25,Brazilian,Ferrari,Italian,3.0,9.0,0.0,0.0,15.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,+1 Lap,Felipe Massa,42.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,21,10,17,15.0,15,0.0,56.0,9.0,1:36.376,202.158,0.0,0.0,1973-01-14,Italian,Racing Point,Indian,0.0,10.0,0.0,0.0,18.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,+1 Lap,Giancarlo Fisichella,50.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,16,10,19,16.0,16,0.0,56.0,28.0,1:36.219,202.488,0.0,99.0,1983-01-11,German,Racing Point,Indian,0.0,10.0,0.0,0.0,16.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,+1 Lap,Adrian Sutil,40.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,67,5,16,17.0,17,0.0,56.0,38.0,1:36.473,201.954,0.0,0.0,1988-10-31,Swiss,AlphaTauri,Italian,4.0,7.0,0.0,3.0,13.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,+1 Lap,Sébastien Buemi,34.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,9,2,13,18.0,18,0.0,56.0,50.0,1:35.706,203.573,0.0,88.0,1984-12-07,Polish,BMW Sauber,German,4.0,6.0,0.0,0.0,20.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,+1 Lap,Robert Kubica,38.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,2,2,14,19.0,19,0.0,56.0,52.0,1:35.924,203.11,0.0,0.0,1977-05-10,German,BMW Sauber,German,4.0,6.0,0.0,4.0,9.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,+1 Lap,Nick Heidfeld,46.0,0,1
4,2009,4,Bahrain Grand Prix,2009-04-26,6,3,12,0.0,20,0.0,48.0,39.0,1:36.153,202.627,0.0,0.0,1985-01-11,Japanese,Williams,British,3.5,8.0,0.0,0.0,19.0,0.0,Bahrain International Circuit,Sakhir,Bahrain,Oil pressure,Kazuki Nakajima,38.0,0,1
5,2009,5,Spanish Grand Prix,2009-05-10,18,23,1,1.0,1,10.0,66.0,17.0,1:22.899,202.149,18.0,22.0,1980-01-19,British,Mercedes,British,68.0,1.0,4.0,41.0,1.0,4.0,Circuit de Barcelona-Catalunya,Montmeló,Spain,Finished,Jenson Button,43.0,0,1
5,2009,5,Spanish Grand Prix,2009-05-10,22,23,3,2.0,2,8.0,66.0,28.0,1:22.762,202.484,18.0,0.0,1972-05-23,Brazilian,Mercedes,British,68.0,1.0,4.0,27.0,2.0,0.0,Circuit de Barcelona-Catalunya,Montmeló,Spain,Finished,Rubens Barrichello,51.0,0,1
5,2009,5,Spanish Grand Prix,2009-05-10,17,9,5,3.0,3,6.0,66.0,18.0,1:23.112,201.631,11.0,0.0,1976-08-27,Australian,Red Bull,Austrian,38.5,2.0,1.0,15.5,4.0,0.0,Circuit de Barcelona-Catalunya,Montmeló,Spain,Finished,Mark Webber,47.0,0,1
5,2009,5,Spanish Grand Prix,2009-05-10,20,9,2,4.0,4,5.0,66.0,41.0,1:23.090,201.684,11.0,5.0,1987-07-03,German,Red Bull,Austrian,38.5,2.0,1.0,23.0,3.0,1.0,Circuit de Barcelona-Catalunya,Montmeló,Spain,Finished,Sebastian Vettel,36.0,0,1
5,2009,5,Spanish Grand Prix,2009-05-10,4,4,8,5.0,5,4.0,66.0,14.0,1:23.420,200.887,4.0,14.0,1981-07-29,Spanish,Renault,French,9.0,5.0,0.0,9.0,8.0,0.0,Circuit de Barcelona-Catalunya,Montmeló,Spain,Finished,Fernando Alonso,42.0,0,1
